EIN,NAME,STATE,NTEE_GROUP,NTEE_CD,WEBSITE
45-2474070,NEXTSTEP KANSAS CITY,KS,G,G96,www.nextstepfitness.org
45-3645128,PRAYERS FOR CHLOE,FL,G,G30,chloezeefoundation.com
86-0735832,ALZHEIMERS RESEARCH AND PREVENTION FOUNDATION,AZ,H,H00Z,www.alzheimersprevention.org
47-1605234,BIG SKY DISCOVERY SCHOOL INC,MT,B,B24,www.bigskydiscoveryacademy.org
75-3149780,CHOICES INC,AK,F,F80,www.choices-ak.org
14-1933532,SUCCESS 4 KIDS & FAMILIES,FL,F,F30,www.s4kf.org
52-1328557,NATIONAL CENTER FOR MISSING AND EXPLOITED CHILDREN,VA,I,I24Z,www.missingkids.org
30-1196233,OLIVER FOUNDATION INC,FL,H,H12,www.thereasonswhy.us
27-3217520,THE HPV AND ANAL CANCER FOUNDATION,NY,H,H30,www.analcancerfoundation.org
74-2751548,GREATER AUSTIN CRIME COMMISSION,TX,I,I20,www.austincrime.org
27-2762713,CHILDRENS VALLEY ACADEMY,WA,B,B21,childrensvalleypdx.com
75-0912521,MIDLAND CHILDRENS REHABILITATION CENTER INC,TX,G,G23Z,www.midlandchildrens.org
95-4453929,MISSING CHILDRENS INVESTIGATION AGENCY,CA,I,I72Z,www.kidfind.org
84-2400728,FORWARD LATINO INC,WI,R,R22,www.forwardlatino.org
36-4241970,NOBLE NETWORK OF CHARTER SCHOOLS,IL,B,B24,noblenetwork.org
13-0776140,CHILDRENS DAY TREATMENT CENTER & SCHOOL INC,NY,F,F300,www.westenddayschool.org
46-5712986,OUT METROWEST INC,MA,R,R26,www.outmetrowest.org
47-4093994,DOWN SYNDROME FAMILY RESOURCE CENTER,CA,G,G25,dsfrc.org
39-1767509,CYCLIC VOMITING SYNDROME ASSOCIATION INC,WI,H,H99Z,www.cvsaonline.org
52-1190664,NATIONAL ACTION COUNCIL FOR MINORITIES IN ENGINEERING INC,VA,R,R220,www.nacme.org
84-0599572,THIRD WAY CENTER INC,CO,F,F60Z,www.thirdwaycenter.org
54-1972348,PRODUCT QUALITY RESEARCH INSTITUTE INC,DC,H,H05,www.pqri.org
23-7193853,UNITED CEREBRAL PALSY OF NORTHEASTERN MAINE,ME,G,G23Z,www.ucpofmaine.org
47-5482947,WV TRIO,WV,R,R01,wvtrio.org
27-3085950,HAVEN HOUSE INC,AK,I,I31,havenhousejuneau.org
51-0457916,RYAN ANDREW KAISER MEMORIAL FOUNDATION,NJ,G,G12,www.rakmf.org
23-1532882,PHILADELPHIA MENTAL HEALTH CLINIC,PA,F,F32Z,www.pmhccares.org
45-3032702,HILLSIDE MONTESSORI OF LAGRANGE,GA,B,B24,www.hillsidemontessorilagrange.com
93-1144215,MINDFREEDOM INTERNATIONAL,OR,R,R20Z,mindfreedom.org
45-4720688,PHILADELPHIA INDEPENDENT MISSION SCHOOLS,PA,B,B24,www.independencemissionschools.org
47-1396734,CONSTITUTIONAL LAW CENTER FOR MUSLIMS IN AMERICA INC,TX,R,R20,clcma.org
82-2857890,MY FAVE 5,OH,F,F30,myfave5.org
58-2412167,GEORGIA ASSOCIATION OF CODE ENFORCEMENT INC,GA,I,I02,www.gaceonline.com
58-2472693,LIBBY ROSS FOUNDATION,NY,G,G123,www.thelibbyrossfoundation.com
62-1822307,CENTRAL HIGH SCHOOL FOUNDATION INC,TN,B,B94,centralhighschoolfoundation.com
81-4590885,FAIRWAYCARES INC,WI,G,G12,www.fairwaycares.org
48-0934035,SMOKY HILL FOUNDATION FOR CHEMICAL DEPENDENCY INC,KS,F,F20Z,www.smokyhillfoundation.net
36-3937739,NAMI SCHAUMBURG AREA,IL,F,F01,namischaumburgarea.org
68-0513811,BAKER-BUTLER PTO,VA,B,B94,www.bakerbutlerpto.org
16-1749665,HEROES FOR CHILDREN,SC,I,I80,heroesforchildren.info
47-2970133,BENJAMIN CLARK FOUNDATION,NV,F,F99,www.benjaminclarkfoundation.com
34-1988397,ASIAN PACIFIC AMERICAN INTERNAL REVENUE EMPLOYEES,NJ,R,R30,www.aspirenational.org
47-1887941,RETURN US HOME,VA,I,I72,www.returnushome.com
27-0274299,SEAN VERNON FELICIANO AMAZING DAY FOUNDATION INC,AZ,F,F30,amazingdayfoundation.org
94-3402601,EQUAL ACCESS INTERNATIONAL,DC,G,G81,www.equalaccess.org
22-3679194,COURT APPOINTED SPECIAL ADVOCATES OF NEW JERSEY INC,NJ,I,I72,www.casaofnj.org
75-3269205,INTERNATIONAL GYNECOLOGIC CANCER SOCIETY INC,KY,G,G03,igcs.org
20-8781408,SUNSET HILL PTO INC,KS,B,B94,www.usd497.org
61-1574116,DEERFIELD ELEMENTARY PTO,KS,B,B94,www.usd497.org
82-2590946,MACKENZIES MISSION,VA,G,G80,mm713.org
27-0744807,ADVOCATES FOR THE ENVIRONMENT INC,CA,R,R60,www.aenv.org
20-2004164,RELEASED AND RESTORED INC,NE,I,I40,www.releasedandrestored.org
11-2623651,CHILD ABUSE PREVENTION SERVICES INC,NY,I,I72Z,www.capsli.org
46-3483417,GOING HOME HAWAII,HI,I,I40,goinghomehawaii.org
82-0945435,LIFEXTRAORDINARY FOUNDATION,OH,G,G12,livextra.org
46-3834026,SALIDA MONTESSORI CHARTER SCHOOL INC,CO,B,B24,www.mysmcs.org
20-2943479,PHOENIX RISING BEHAVIORAL HEALTHCARE AND RECOVERY INC,OH,F,F30,www.phoenixrisingbhr.org
27-4944057,SOUTHERN HEADACHE SOCIETY,TX,H,H48,southernheadache.org
87-0647979,ROCKY MOUNTAIN INNOCENCE CENTER,UT,R,R60,rminnocence.org
06-1351190,GREENWOODS COUNSELING REFERRALS INC,CT,F,F60Z,greenwoodsreferrals.org
84-2506417,IRON PHOENIX RIDING CLUB,MI,F,F01,www.ironphoenixrc.com
83-1421245,LIBERALISTS INTERNATIONAL ASSOCIATION,IA,R,R99,liberalistia.com
43-1917652,AMERICAN SOCIETY FOR PAIN MANAGEMENT NURSING - ST LOUIS,MO,F,F03,aspmnstlouisregional.nursingnetwork.com
91-1080458,ALCOHOL 24-HOUR HELP LINE,WA,F,F20Z,www.adhl.org
45-4396929,STARKVILLE PREGNANCY CARE CENTER,MS,P,P47,www.starkvillepregnancycarecenter.com
63-1068740,ALABAMA CIVIL JUSTICE FOUNDATION,AL,I,I12,www.acjf.org
33-0829683,GOOD SAMARITANS OF SAN DIEGO,CA,F,F20,restorationranch.com
45-2626639,KYAS SMILES FOUNDATION,FL,H,H30,www.kyassmiles.com
26-2563949,EASTERN SHORE COMMUNITY HEALTH PARTNERS INC,AL,G,G99,easternshorechp.org
22-3698356,TEANECK CHARTER SCHOOL COMMUNITY ORGANIZATION INC,NJ,B,B94,www.tccsnj.org
36-4918755,SAM BARLOW HIGH SCHOOL ALUMNI ASSOCIATION,OR,B,B25,www.sbhsaa.org
20-1421325,MINNESOTA INDIAN WOMENS SEXUAL ASSAULT COALITION,MN,I,I73,www.miwsac.org
37-1220874,POLICE OFFICER MEMORIAL COMMITTEE,IL,I,I60I,www.illinoispolicememorial.org
81-2754273,PERCEPTION PROJECT,CA,F,F70,www.theperceptionproject.org
46-2250073,JOHN WAYNE CANCER FOUNDATION,CA,G,G12,www.johnwayne.org
73-1388569,HIV RESOURCE CONSORTIUM INC,OK,G,G81Z,www.tulsacares.org
61-1794839,TEAM CARLY ROCKS FOUNDATION,PA,G,G12,teamcarlyrocks.com
03-0544575,CROSETTO FOUNDATION FOR THE REDUCTION OF CANCER DEATHS,TX,G,G30,www.u2ec.org
33-0890170,CHRISTIAN LEGAL AID FOUNDATION,CA,I,I80,christianlegalaidoffice.com
84-4632490,TRI VALLEY ROBOTICS,CA,B,B94,www.trivalleyrobotics.com
83-3486697,NATALIE SLEEPS,OR,I,I71,www.nataliesleeps.org
46-3364799,ARK ADVENTURE PRESCHOOL,TX,B,B21,www.arkadventure.org
20-2614676,PRO BONO PARTNERSHIP OF ATLANTA INC,GA,I,I80,www.pbpatl.org
91-2156228,HERMOSA VALLEY VIEW PTO,CA,B,B94,www.hvpto.com
91-1682766,THURSTON COUNTY VOLUNTEER LEGAL CLINIC FOUNDATION,WA,I,I80,www.tcvls.org
22-3231441,SUBSTANCE ABUSE PREVENTION TEAM OF ESSEX COUNTY INC,NY,F,F21Z,www.preventionteam.org
41-2067870,DISCOVERY COUNSELING A NON PROFIT CORPORATION,VA,F,F60,www.discoverycounseling.org
16-6050686,MENTAL HEALTH ASSOCIATION OF ERIE COUNTY,NY,F,F80Z,www.mhawny.org
04-3428656,MASSACHUSETTS MENTAL HEALTH COUNSELORS ASSOCIATION INC,MA,F,F80,www.mamhca.org
57-0485205,SOUTH CAROLINA LEGAL SERVICES,SC,I,I80Z,www.sclegal.org
83-1926809,ZMB CONSULTING EDUCATIONAL CENTER,CA,B,B28,www.drbehave.org
80-0341856,OUT CENTER,MI,R,R192,outcenter.org
13-4191739,NEW YORK ASSOCIATION FOR GENDER RIGHTS ADVOCACY INC,NY,R,R30,transgenderrights.org
27-2836997,CALMER CHOICE INC,MA,F,F30,www.calmerchoice.org
47-5468408,SOLID ROCK CHRISTIAN ACADEMY,TX,B,B94,www.solidrockupc.org
47-2474086,CALMATTERS,CA,R,R40,calmatters.org
22-2535999,EPILEPSY FOUNDATION OF CONNECTICUT INC,CT,G,G54Z,www.epilepsyct.com
27-1961435,ALZHEIMERS IMPACT MOVEMENT,IL,G,G83,www.alzimpact.org
84-2449466,FREEDOM SINGS USA,TN,F,F60,www.freedomsingsusa.org
32-0404094,ATTACK ADDICTION FOUNDATION,DE,F,F99,www.attackaddiction.org
83-3059764,BIG O BEARS,NE,R,R01,bigobears.org
84-4612026,WOMEN ENCOURAGEMENT LIVING AND LEARNING PLACE,NC,F,F60,www.thewellplaceilm.org
46-0828163,AIKYA RESEARCH FOUNDATION INC,VA,F,F30,aikyafoundation.net
81-1802632,GREEN VALLEY WORKS,TX,F,F60,www.greenvalleyworks.org
63-0951482,ALABAMA LAW FOUNDATION INC,AL,I,I80Z,www.alabamalawfoundation.org
75-2662259,PROSPER EDUCATION FOUNDATION,TX,B,B25,prospereducationfoundation.org
26-2084470,WEST POINT PARENTS CLUB OF SOUTHEASTERN PENNSYLVANIA,PA,B,B94,wppc-sepa.com
56-2587826,RUN FOR JUSTIN FOUNDATION,NE,G,G12,runforjustin.org
20-0879605,SAPPHIRE FOUNDATION FOR PROSTATE CANCER,NV,G,G99,www.sapphireprostatefoundation.org
74-2917851,PRIMARY YEARS INC,TX,B,B21,www.firstfoundations.com
81-1928030,BRIDGES ACADEMY INC,IL,B,B24,www.bridgesmontessori.org
30-0964243,ADNP KIDS RESEARCH FOUNDATION,WA,H,H11,www.adnpfoundation.org
38-2302935,NEW PATHS INC,MI,I,I440,www.newpaths.org
82-1201983,THANK YOU UNIVERSE INC,CA,F,F19,thankyouuniverseinc.org
81-2069424,HEALING HOPE MINISTRIES INC,SD,F,F60,www.healinghopes.com
04-3275093,SOUTH STREET PARENT TEACHER ORGANIZATION CORP,MA,B,B94,www.southpto.com
52-6019030,INSTITUTES FOR BEHAVIOR RESOURCES INC,MD,F,F200,www.ibrinc.org
20-3408131,SAFE HARBOR CHILD ADVOCACY CENTER INC,TN,I,I72,www.safeharborcac.com
13-3619000,ASIAN AMERICANS ADVANCING JUSTICE -AAJC INC,DC,R,R20Z,www.advancingjustice-aajc.org
61-1565139,SOUTHERN BIRTH JUSTICE NETWORK,FL,P,P47,mobilemidwife.org
81-1343057,SMITH BRAIN CONNECTIONS INC,OH,G,G19,smithbrainconnections.com
13-4163222,FOR CHILDREN WORLDWIDE INC,NY,H,H99,www.projectkidsworldwide.org
61-1644629,LIFEPATH SYSTEMS FOUNDATION,TX,F,F11,www.lifepathfoundation.org
47-4389009,ATLANTA CANCER RESEARCH AND EDUCATION FOUNDATION,GA,H,H30,www.acraef.org
54-1963286,PARENT EDUCATORS OF AUGUSTA COUNTY HOMES,VA,B,B94,www.peachva.org
81-3588076,PARENTS ASSOCIATION NORTH HOLLYWOOD,CA,B,B94,www.pafonh.com
45-5485166,BREATHE NETWORK INC,OR,F,F42,www.thebreathenetwork.org
20-1560386,LIGHT OF DAY FOUNDATION INC,NJ,H,H122,www.lightofday.org
65-0469870,OUR CHILDREN OUR FUTURE INC CARING FOR OUR LEADERS OF TOMORROW,FL,F,F80,www.ourchildrenourfuturefl.org
05-0487616,HEALTHCENTRIC ADVISORS INC,RI,G,G02,www.healthcentricadvisors.org
61-1033836,GATEWAY JUVENILE DIVERSION PROJECT INC,KY,I,I44Z,www.gatewaychildrensservices.org
26-4017828,FUTURE OF IOWA FOUNDATION,IA,R,R99,www.iowataxpayers.org
81-4176852,VLP INC,ME,I,I80,www.vlp.org
84-1756051,MAGNOLIA ELEMENTARY PTA 6 15 2,WA,B,B94,www.magnoliaschoolpta.org
48-0940011,KANZA MENTAL HEALTH AND GUIDANCE CENTER INC,KS,F,F30Z,www.kanzamhgc.org
46-2553906,THE PINK ANGELS FOUNDATION,MO,G,G32,www.pinkangelsfoundation.org
27-0593856,CAMARADERIE FOUNDATION INC,FL,F,F60,www.camaraderiefoundation.org
95-3442854,CALIFORNIA PRO-LIFE EDUCATIONAL FOUNDATION,CA,R,R620,www.californiaprolife.org
90-0181944,IF WHEN HOW,CA,R,R61,www.ifwhenhow.org
81-5149035,FAIR HAVENS,TN,F,F60,www.fairhavensretreat.com
27-1115247,YESHIVAH HIGH SCHOOL OF ARIZONA,AZ,B,B25,www.azyeshiva.org
80-0316729,GRAND RESERVE ELEMENTARY PTO,IL,B,B94,www.grespto.weebly.com
20-4117241,FACULTY FOR ISRAELI-PALESTINIAN PEACH USA INC,MA,R,R30,ffipp.org
83-2381061,STILLBORN AND INFANT LOSS SUPPORT,MD,F,F60,www.bornintosilence.org
30-0212513,NITA FOUNDATION,CO,I,I11,www.nita.org
62-1688708,DISCOVERY PLACE INC,TN,F,F20,www.discoveryplace.info
56-2054137,ECHO FOUNDATION,NC,R,R99,www.echofoundation.org
84-2544817,T1INTERNATIONAL USA,MN,G,G05,www.t1international.com
36-3320440,FAMILIES OF SMA,IL,G,G110,www.curesma.org
22-2934773,CHILD ASSAULT PREVENTION OF MONMOUTH COUNTY INC,NJ,I,I72Z,njcap.org
81-1859187,PURPLE PLUNGE INC,IL,G,G30,www.purpleplunge.org
46-1013307,WNY OVARIAN CANCER PROJECT INC,NY,G,G30,ovariancancerproject.org
32-0204218,NEW LEAF BEHAVIORAL HEALTH,NC,F,F60,nlbh.org
46-0891653,CRIME STOPPERS OF SAVANNAH-CHATHAM COUNTY INC,GA,I,I60,www.savannahchathamcrimestoppers.org
20-0842877,BEHAVIORAL DIABETES INSTITUTE,CA,H,H80,www.behavioraldiabetes.org
16-1477900,BRAHMAN SAMAJ OF N A INC,TX,R,R20,www.bsna.org
20-4779933,VICTIMS OF INJUSTICE INC,CA,I,I43,www.lifesupportalliance.org
51-0214321,FRIENDS OF FARMWORKERS INC,PA,I,I80Z,www.justiceatworklegalaid.org
32-0283411,FBI NASHVILLE CITIZENS ACADEMY ALUMNI ASSOCIATION INC,TN,I,I99,fbinashvillecaaa.org
85-1571766,NORTH TEXAS FASD NETWORK,TX,G,G11,northtexasfasd.org
83-2595501,SEWARD LONGFELLOW RESTORATIVE JUSTICE,MN,I,I99,www.slrj.org
13-4203234,MISSISSIPPI CENTER FOR JUSTICE,MS,I,I80,www.mscenterforjustice.org
76-0585072,THE NASPGHAN FOUNDATION,PA,H,H12,www.naspghan.org
54-1615709,HYLTON CREW BOOSTERS CLUB INC,VA,B,B94,hyltoncrew.org
34-1879391,LOVE AN ANGEL FOUNDATION,OH,G,G20,loveanangel.org
06-6009327,ABILIS INC,CT,F,F34Z,www.abilis.us
46-5646482,ATX KIDS CLUB,TX,B,B24,www.atxkidsclub.org
36-2846570,SAMARITAN INTERFAITH COUNSELING CENTER INC,IL,F,F320,www.samaracarecounseling.org
93-0784802,LEAGUE OF WOMEN VOTERS OF OREGON,OR,R,R400,lwvor.org
20-4932873,FBI NATIONAL CITIZENS ACADEMY ALUMNI ASSOCIATION INC,NC,I,I03,www.fbicecaaa.org
47-5233680,VELVETEEN RABBIT PROJECT,CA,I,I40,velveteenrabbitproject.org
83-2456238,WALTERS WAY-REGAINING YOUR LIFE FOUNDATION,OK,I,I40,wwfurnitureoutlet.com
52-2063531,NATIONAL FEDERATION OF FILIPINO AMERICAN ASSOCIATIONS,DC,R,R03,naffaa.org
46-4220801,HALOS OF THE ST CROIX VALLEY,WI,F,F19,www.halosofthestcroixvalley.com
02-0799305,MENTAL HEALTH AWARENESS COALITION,AZ,F,F80,www.mhacarizona.org
38-3654449,TYLERS JUSTICE CENTER FOR CHILDREN,IL,I,I99,tylersjusticecenter.org
81-1839101,MASSACHUSETTS ALLIANCE FOR SOBER HOUSING INC,MA,F,F20,www.mashsoberhousing.org
46-4973321,DAPHNE BELGRAVE-KERSEE FOUNDATION,CA,I,I70,www.dbkfoundation.org
45-4726212,FAMILY VIOLENCE APPELLATE PROJECT,CA,I,I70,www.fvaplaw.org
84-2231023,MRP PROJECT INC,MA,F,F60,themrpproject.org
47-4073135,CHAPARRAL HEAT PTO,CA,B,B94,www.chino.k12.ca.us
57-1183960,EDWIN RHODES ELEMENTARY PARENT FACULTY ASSOCIATION,CA,B,B94,www.chino.k12.ca.us
56-2088706,PARTNERS IN ACADEMIC LEARNING,NC,B,B94,www.ewapal.com
47-0825950,CONCORD MEDIATION CENTER,NE,I,I51,www.concordmediationcenter.com
35-2074697,CENTER FOR CREATIVE SOLUTIONS INC,IN,F,F60,www.centerforcreativesolutions.com
75-2820473,NEW FRIENDS NEW LIFE,TX,I,I70,newfriendsnewlife.org
82-2300129,KHIRBET,MI,I,I21,www.musicnotmischiefusa.com
26-3602983,GEORGIA PKU CONNECT INC,GA,H,H12,www.georgiapku.org
35-1044562,BROADWAY THEATRE LEAGUE OF SOUTH BEND INC,IN,I,I70,theatreleague.com
15-0615081,MENTAL HEALTH ASSOCIATION OF SOUTHERN TIER INC,NY,F,F80Z,www.yourmha.com
11-2297842,COUNSELING SERVICE OF E D NY INC,NY,F,F22Z,www.csedny.org
94-3181714,BEYOND HUNGER INC,CA,F,F99Z,www.beyondhunger.org
47-3242485,NATIONAL PROSTATE CANCER AWARENESS FOUNDATION INC,CT,H,H30,pcaaware.org
14-6030796,MENTAL HEALTH ASSOCIATION OF COLUMBIA-GREENE COUNTIES INC,NY,F,F80Z,www.mhacg.org
52-6051060,MARYLAND ASSOCIATION OF THE DEAF,MD,G,G010,www.mdad.tv
83-0671720,HOPE FOR ANNABEL INC,GA,H,H48,www.hopeforannabel.org
81-4109704,A CARING SOLUTION,NC,F,F30,www.acaringalternative.com
31-1763110,FOUNDATION FOR PRADER WILLI RESEARCH,CA,G,G80,www.fpwr.org
45-1194743,LOS ANGELES CENTER FOR EMOTIONALLY FOCUSED THERAPY,CA,F,F19,laceft.org
58-1990056,FRIENDS OF THE GREENHOUSE INC,GA,I,I72Z,www.friendsofthegreenhouse.org
56-1681029,MEDIATION CENTER OF THE SOUTHERN PIEDMONT INC,NC,I,I51Z,www.mediationcsp.com
62-1671178,CHILDRENS SAFETY CENTER INC,AR,I,I72,www.childrenssafetycenter.org
95-4823489,NEW ROADS SCHOOL,CA,B,B25,www.newroads.org
27-1227926,HOPE SHOWS NFP,IL,I,I43,www.hopeshows.com
94-3178158,ATTITUDINAL HEALING CONNECTION INC,CA,R,R300,www.ahc-oakland.org
13-1777413,KIDNEY & UROLOGY FOUNDATION OF AMERICA INC,NJ,G,G44,kidneyurology.org
75-1727080,KAPPA EPSILON CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,TX,B,B83,www.kenupes.com
64-0943505,MISSISSIPPI SIDS AND INFANT SAFETY ALLIANCE,MS,H,H01,www.ms-sids.org
94-3122524,NIGHT MINISTRY,CA,F,F40,www.sfnightministry.org
38-3440679,LEAGUE OF WOMEN VOTERS OF THE KALAMAZOO AREA EDUCATION FUND,MI,R,R40,lwvka.org
65-1140643,FLORIDA ASSOCIATION OF DRUG COURT PROFESSIONALS INC,FL,I,I50,fadcp.org
46-2163159,ALLDER MONTESSORI SCHOOL,VA,B,B21,www.goodshepherdschoolva.com
81-3360236,MULTIPLE MYELOMA CURE SEEKER SOCIETY,WA,G,G12,mmcss.org
30-0732193,OUR KIDS PLACE COUNTRY DAY INC,NY,B,B21,www.ourkidsplacecares.com
82-0958114,MARCH ON MARYLAND INC,MD,R,R60,www.mo-foundation.org
81-3274257,OAKLAND SERVES,CA,B,B25,www.oaklandserves.org
46-2878307,ARKANSAS PAWS IN PRISON,AR,I,I40,pawsinprison.org
82-5390774,MCKENNAS GRACE INC,TX,F,F40,www.mckennasgrace.org
93-0502822,LIFEWORKS NW,OR,F,F30Z,www.lifeworksnw.org
82-4490174,AFIRE INC,PA,F,F60,www.apeopleafire.org
83-3113453,MENNONITE ABUSE PREVENTION LIST,VA,I,I73,www.themaplist.org
58-2194485,ARKANSAS HEAD START ASSOCIATION INC,AR,B,B21,www.arheadstart.org
75-1957156,TEXAS ASSOCIATION AGAINST SEXUAL ASSAULT INC,TX,R,R24,www.taasa.org
31-0907615,LIONS CAMP PROJECT DISTRICT 25-F INC,IN,G,G41Z,www.campwoodsmoke.org
46-0970650,PLYMOUTH COUNTYS OUTREACH HOPE INC,MA,F,F21,www.ebhopes.net
90-0613502,RI COMMUNITIES FOR ADDICTION RECOVERY EFFORTS INC,RI,F,F22,www.ricares.org
36-3826422,INVOLVEMENT ADVOCACY,OH,R,R99M,www.daytoncollaboratory.org
47-4574644,LISTENING MATTERS INC,FL,G,G42,listening-matters.org
46-3764036,GROWING HOPE FARM INC,OH,G,G84,growinghopefarm.org
83-0957659,ALEXANDER TWILIGHT ACADEMY,MA,B,B24,www.alexandertwilightacademy.org
06-1282690,FAMILY INSTITUTE OF CONNECTICUT INC,CT,R,R40Z,www.ctfamily.org
90-0603705,MEN AND WOMEN UNITED FOR LIFE,OH,R,R62,www.mwunitedforlife.org
34-1841381,COMPASS SEXUAL ASSAULT EDUCATION PREVENTION AND SUPPORT,OH,F,F42,www.compassrapecrisis.org
54-1353756,SPOTSYLVANIA COUNTY CRIME SOLVERS INC,VA,I,I200,www.spotsylvaniacrimesolvers.org
64-0851101,MISSISSIPPI COUNCIL OF COMPULSIVE GAMBLING,MS,F,F54,www.msgambler.org
90-0628580,WISDOM MULTIGENERATIONAL CHRISTIAN ACADEMY,MO,B,B24,wisdommca.org
20-2271755,MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION SOC,NC,H,H039,www.miccai.org
20-1051179,KANSAS CITY VOLUNTEER LAWYERS & ACCOUNTANTS FOR THE ARTS,MO,I,I80,www.kcvlaa.org
46-4151271,CANCER OF MANY COLORS INC,SC,G,G30,www.cancerofmanycolors.com
94-1740797,CENTER POINT INC,CA,F,F22Z,www.cpinc.org
46-2579484,GAMBLE ROGERS MIDDLE SCHOOL PTO,FL,B,B94,www-grms.stjohns.k12.fl.us
94-6118700,AMERICAN ASSOCIATION OF PLASTIC SURGEONS,MA,G,G9BC,www.aaps1921.org
47-5517948,VOICE OF SPECIALLY ABLED PEOPLE INC,CA,R,R23,www.voiceofsap.org
27-0599162,NORTHFIELD ELEMENTARY SCHOOL PTO,MA,B,B94,www.nespto.org
46-5479437,HERBALISTS WITHOUT BORDERS INC,WI,G,G99,www.hwbglobal.org
27-4026286,LOVE AND SERVICE GROUP,CA,F,F22,www.loveandservicegroup.org
45-5097554,EAGLE STAR HOUSING INC,NY,F,F33,www.eaglestarhousing.com
45-5467322,FOR THE LOVE OF SOPHIE,NY,G,G12,fortheloveofsophie.com
36-3969321,NEUROBLASTOMA CHILDRENS CANCER SOCIETY,IL,H,H30,www.neuroblastomacancer.org
20-4707976,SET APART AIMING VICTORIOUSLY TOELIMATE DIEASES,TX,G,G81,www.saaved.org
22-2560556,SOUTH JERSEY BEHAVIORAL HEALTH RESOURCES INCORPORATED,NJ,F,F30Z,www.sjbhr.org
82-5340757,SPRING-FORD SNAP ASSOCIATION,PA,B,B94,www.sfsnap.org
27-3965572,NEPA RAINBOW ALLIANCE,PA,R,R26,neparainbowalliance.org
83-3482817,UNITE INC,GA,I,I73,www.uniteus.org
81-0690676,HADAR SOUTH FLORIDA HIGH SCHOOL FOR GIRLS INC,FL,B,B25,www.hadarhs.org
47-4142897,PARENTS FOR PEACE,TN,R,R01,parents4peace.org
46-1700493,BRAIN RECOVERY CREW,PA,F,F60,www.brainrecoverycrew.org
46-1037716,SONS AND DAUGHTERS OF THE UNITED STATES MIDDLE PASSAGE,NJ,R,R99,www.sdusmp.org
36-4056720,SLEEPY HOLLOW ELEMENTARY SCHOOL PARENT TEACHER COUNCIL,IL,B,B94,www.d300.org
90-0586953,DREAMS FOR EMILY,MA,H,H128,www.dreamsforemily.com
30-0530072,JUVENILE DIABETES NO LIMITS FOUNDATION,MN,G,G80,www.jdnl.org
27-4117701,PRIDE NETWORK INC,NJ,R,R26,www.thepridenetwork.org
30-0391381,SEEDS OF EMPOWERMENT CORPORATION,CA,H,H81,seedsofempowerment.org
71-0867116,MAK-MENINIGITIS AWARENESS KEY TO PREVENTION,CA,G,G99,www.makinfo.org
45-5221662,ASHLEY DERAMUS FOUNDATION,AL,G,G12,www.ashleyderamusfoundation.org
47-5476420,GAY FATHERS OF GREATER BOSTON INC,MA,R,R01,www.gayfathersboston.org
39-1865263,CORNUCOPIA INC,WI,F,F30,copiarts.org
26-4439275,COUNSELORS OBEDIENTLY PREVENTING SUBSTANCE ABUSE,MO,F,F60,www.copsakc.com
52-1154418,CATHOLICS FOR CHOICE,DC,R,R61Z,www.catholicsforchoice.org
45-2538865,COALITION FOR PHYSICIAN ENHANCEMENT,KY,G,G03,www.cpe.memberlodge.org
20-1566278,INTERNATIONAL PSORIASIS COUNCIL,MO,H,H40,www.psoriasiscouncil.org
85-0614904,CONTINUE THE FIGHT,NJ,F,F12,continuethefight.net
45-4141561,PEACHS NEET FEET,NM,G,G30,hustlekindness.com
47-4945992,BOISE VETERANS WELLNESS CENTER INC,ID,F,F30,idahoveteranswellness.org
38-3169020,ASSOCIATION FOR OCULAR PHARMACOLOGY AND THERAPEUTICS,LA,H,H03,www.aopt.org
20-8150022,YOUTH CHANGES,TN,I,I99,www.youthchanges.org
76-0709231,ASSURED FAMILY SERVICES,MI,I,I60,www.assuredfamilyservices.org
27-2494217,P A L S FOR HEALING,OH,F,F30,palsforhealing.org
46-2785877,WELLNESS IN THE WOODS INC,MN,F,F99,www.wellness-in-the-woods.org
41-2042164,CHRISTIAN NEW CREATION INC,TX,I,I31,www.cnc-inc.org
75-3149435,BETHESDA INTERNATIONAL SCHOOL INC,MD,B,B28,www.bethesdainternationalschool.org
26-2979142,ANDREA GRACE SOTER SIMONSON MEMORIAL FOUNDATION,CA,G,G123,www.agssmemorialfoundation.org
90-0749624,NAMI OKALOOSA & WALTON COUNTY FL INC,FL,F,F11,www.namiow.org
23-2929823,THE LEONARD AND MADLYN ABRAMSON FAMILY CANCER RESEARCH INSTITUTE,PA,H,H300,www.afcri.upenn.edu
76-0842403,AUTISM FAMILY NETWORK OF LINCOLN NEBRASKA,NE,G,G84,autismfamilynetwork.org
84-1305365,DBSA COLORADO SPRINGS,CO,F,F60,www.dbsacoloradosprings.org
45-4444836,CAPITOL JAMBOREE,WA,F,F21,capitoljamboree.org
84-1594155,THE CENTER FOR APPLIED LEARNING AND LEADERSHIP,CO,B,B28,pikespeakacademy.net
35-2391462,MILES AGAINST MELANOMA,MO,G,G30,www.milesagainstmelanoma.com
06-0886125,THE CONNECTION INC,CT,F,F22Z,www.theconnectioninc.org
